,id,link,type,pseudo_coi,title,text,area_text,area_name,num_areas,city
73,2399,https://districtr.org/plan/33506,plan,,99 Assembly districts nested in Senate,"Districts evened out to be within about 5,000 residents of each other (56,000-61,000), most are closer to the ideal population",,,,Milwaukee
74,2400,https://districtr.org/plan/33506,plan,,99 Legislative seats ideal population,"Attempted to make population 58,000-59,000 (ideal is 58, 494), a few are beyond (56,000-61,000) but data will change soon. Enjoy",,,,
75,2430,https://districtr.org/plan/33840,plan,,SE WI Senate Districts,"This SE WI Senate Map incorporates the SE WI Assembly Districts created in p1918. By incorporating half of the Senate District created in Madison, four Congressional Districts may be created from this map.",,,,Helenville
76,2434,https://districtr.org/plan/33888,plan,,SE WI Congressional Districts,"This plan was created by beginning with assembly districts in p1918, SE WI Assembly Districts. Then three assemby districts were used to create each senate district in SE WI Senate Districts. Then, with minor adjustments to population, the four congressional districts inherited 16 full senate districts from SE WI Senate Districts, p2430. In all, these four congressional districts represent the one half of the Wisconsin population located in SE WI.",,,,Helenville
77,2533,https://districtr.org/plan/34116,plan,,Alexis' Congressional Districts Map,"This map has an emphasis on respecting geographical feature boundaries (such as lakes, rivers and coastlines) and county and municipal boundaries, while still trying to properly balance the population in each district.",,,,Milwaukee
78,2607,https://districtr.org/plan/34506,plan,,Partial Redistricting Plan for WI Sen.,This plan is a partial concept for State Senate districts.,,,,Monroe County
80,207,https://districtr.org/COI/17654,coi,,Ross map FMC Waukesha County,"The participant lives in Menomonee Falls, Wi. He considers his COI as covering the MF school systems. There are two school systems, and he is more within the community of the MF School District rather than the Arrowhead School District, but believes his COI includes both.   concerns are controlled growth of the village. Balance of residential and light manufacturing, with businesses being able to offset property taxes for residents.   He is also concerned about pollution and avoiding ""dirty"" industry.   The community is conservative. Local control is important. Shared value to invest in the community without overdoing it.  Concern over crime spill over from Milwaukee Co on the east. He would not extend his COI any farther to the East.   The neighboring communities are Milwaukee, Brookfield, and Germantown.  His COI is limited to Menomonee Falls, but were he to extend his COI he believes Men Falls is more aligned with Germantown rather than Brookfield. They have shared socio economic status and other shared values. ","The participant lives in Menomonee Falls, Wi. He considers his COI as covering the MF school systems. There are two school systems, and he is more within the community of the MF School District rather than the Arrowhead School District, but believes his COI includes both. 

concerns are controlled growth of the village. Balance of residential and light manufacturing, with businesses being able to offset property taxes for residents. 

He is also concerned about pollution and avoiding ""dirty"" industry. 

The community is conservative. Local control is important. Shared value to invest in the community without overdoing it.

Concern over crime spill over from Milwaukee Co on the east. He would not extend his COI any farther to the East. 

The neighboring communities are Milwaukee, Brookfield, and Germantown.

His COI is limited to Menomonee Falls, but were he to extend his COI he believes Men Falls is more aligned with Germantown rather than Brookfield. They have shared socio economic status and other shared values. ",Menomonee Falls Male mapper,1,Menomonee Falls
81,19,https://districtr.org/COI/23647,coi,,Parkway advocates and users,"United by common environmental interests: waterways, vegetation, parkway maintainance","United by common environmental interests: waterways, vegetation, parkway maintainance",Parkway advocates and users,1,Milwaukee County
82,18,https://districtr.org/COI/23648,coi,,Central WI community of interest ,"Mostly Clark County but overlaps portions of other counties, based on farming communities that coordinate and trade and school with each other","farming, small town, schools that play each other in sports",Central WI Clark Co and friends,1,Granton
84,1378, https://districtr.org/COI/23797,coi,,Tom's Racine,"Places Tom and family work, play and volunteer.","Racine's Lakefront Community- Beginning at the shore of Lake Michigan, this map includes environmental, equity, and economic concerns.",Tom 6/8/21 RFM,1,Racine
85,22,https://districtr.org/COI/23806,coi,,East part of Wauwatosa,,"Local business areas; East High School; Parks; This part of the city is at the edge of Milwaukee and traffic, diverse neighborhoods, and types of businesses are influenced by the proximity to the city. North Avenue is a main street through the city to Mayfair Mall in the west.  The bus line connects people to the Mall in the West and the University of Milwaukee in the east.   There are many elementary schools and one middle school that feed into Wauwatosa East High School.  There are also many churches located in this area.  ",East part of Wauwatosa,1,"Wauwatosa, Milwaukee"
86,23,https://districtr.org/COI/23813,coi,,"West side of UW campus, Madison WI","West side of the UW campus area on the west side of Madison, WI. This community includes many UW and college students, UW employees, and families. ","The west side of the UW campus has a strong connection to UW. Whether that is establishing good public transit, commuter paths, affordable housing, or vibrant small businesses in the area, much of the communities concerns are affected by UW. 

This community is also a family/residential area. Education is a strong value. ",West UW Campus/Madison,1,Middleton
87,26,https://districtr.org/COI/23912,coi,,Communities need more resources,"My community need more resources with fresh food, and more jobs in this community.",This community is on the north side of Milwaukee,MKE north side,1,Milwaukee
90,1434,https://districtr.org/COI/24297,coi,,Iowa County School Districts,"Iowa County, plus intact school districts",This map contains Iowa County plus all the school districts that are in the county plus the areas of those school districts that spill out to other counties. School districts should not be cut up into different Assembly districts.,Iowa County plus surrounding school districts,1,Highland
91,1435,https://districtr.org/COI/24298,coi,,Iowa County Health Care,"Iowa County, plus Upland Hills Hospitals & Clinics primary service area","This map includes the Upland Hills Hospital, plus the 7 clinics serving Iowa County and the vicinity.",Upland Hills Hospital & Clinic Primary Service Area,1,Highland
92,2147,https://districtr.org/COI/24298,coi,,Keep Health Care Service Area Intact,This map reflects the entirety of Iowa County plus the hospitals and clinics that serve the region. This is important to keep intact within a district because rural community's needs regarding health care is quite different in comparison to urban areas.,"This map includes the Upland Hills Hospital, plus the 7 clinics serving Iowa County and the vicinity.",Upland Hills Hospital & Clinic Primary Service Area,1,Mineral Point
93,1432,https://districtr.org/COI/24299,coi,,Iowa County1,"Iowa County, minus cities/villages on county lines.","Iowa County should remain all in one Assembly district. Any cities or villages that sit on the boundaries are not included in this map. This county is a combination of rural and village/city. It has some of the richest agricultural land in the state, plus a UNESCO World Heritage site: Taliesin, the home of Frank Lloyd Wright, the master architect of the 20th century. It is also home to Uplands Cheese, an award-winning cheesemaker on the world stage. ",Iowa County - boundary cities/villages,1,Highland
